ORIGINAL_ITEM_NAME,RECOMENDED_ITEM_NAME,LIFT,COSINE_SIMILARITY
Stamford St Mixed Portions Pack 2kg,Stamford Street Digestive Biscuits 400g,2.271222,0.4272851
Stamford St Mixed Portions Pack 2kg,Stamford St 8 Wholemeal Tortilla Wraps,0.0,0.40928483
Jordans Country Crisp Raspberry 500g,Jordans Country Crisp Strawberries 500g,0.0,0.6674963
Jordans Country Crisp Raspberry 500g,Kellogg's Special K Red Berries 500g,0.0,0.37457323
Jordans Country Crisp Raspberry 500g,Kellogg's Fruit n Fibre 375g,0.0,0.36835948
Jordans Country Crisp Raspberry 500g,Klg Spec K Red Berries 330g,0.0,0.36203855
Thatchers Gold 10x440ml,McVities Gold Bars 7pk,0.0,0.3966707
Thatchers Gold 10x440ml,Gourmet Gold Delights chicken 8x85g,0.0,0.358073
Thatchers Gold 10x440ml,JS BRITISH LARGE PORK SHOULDER JOINT CW,0.0,0.3307925
Thatchers Gold 10x440ml,Tena lady - extra duo pack x20,0.0,0.3277141
Felix AGAIL favourites selection 12x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.5546999
Felix AGAIL favourites selection 12x100g,Felix AGAIL senior 40x100g,0.0,0.4593045
Felix AGAIL favourites selection 12x100g,Felix AGAIL meaty selectn in jly 12x100g,0.0,0.4590662
Felix AGAIL favourites selection 12x100g,Felix AGAIL senior meat selectn 12x100g,0.0,0.45633432
McVitie's Club Salted Caramel x7,McVitie's Club Orange Chocolate Biscuit,0.0,0.506871
McVitie's Club Salted Caramel x7,McVitie's Club  Mint x7,0.0,0.47743386
McVitie's Club Salted Caramel x7,McVities Gold Bars 7pk,0.0,0.36907986
McVitie's Club Salted Caramel x7,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.36662328
Bakers allsorts 98g,Bakers whirlers 130g,26.003747,0.49886966
Bakers allsorts 98g,Bakers sizzlers bacon 90g,27.488503,0.47042394
Bakers allsorts 98g,Butcher's tripe loaf recipes 12x400g,0.0,0.40790528
Bakers allsorts 98g,JS comn meaty loaf selection 6x400g,0.0,0.3843895
JS meaty rolls x15 135g,JS biscuit rolls with beef 550g,0.0,0.57322276
JS meaty rolls x15 135g,JS meaty strips chicken x20 200g,0.0,0.48477232
JS meaty rolls x15 135g,JS meaty strips beef x20 200g,23.749398,0.46893612
JS meaty rolls x15 135g,JS deli sausages for dogs x8 60g,0.0,0.45260084
Stamford Street Mixed Vegetables 1kg,Stamford St Mixed Portions Pack 2kg,6.083516,0.5478156
Stamford Street Mixed Vegetables 1kg,Stamford Street Co. Carrots 1kg,0.0,0.50672084
Stamford Street Mixed Vegetables 1kg,Stamford Street Co. Potatoes 2.5kg,4.128438,0.4682727
Stamford Street Mixed Vegetables 1kg,Stamford Street White Bread Medium 800g,0.0,0.46708632
Stamford St Cheese and Onion Quiche 400g,JS Cheese & Onion Quiche 170g,0.0,0.50651866
Stamford St Cheese and Onion Quiche 400g,Js Broccoli Chse/tomato Ind quiche 170g,0.0,0.33867055
Stamford St Cheese and Onion Quiche 400g,JS Chicken Casserole 400g,0.0,0.30496946
Stamford St Cheese and Onion Quiche 400g,JS Steak & Kidney Puff Pastry Pie 150g,0.0,0.30387557
Tena Lady Discreet Normal x16pc,TENA Lady Discreet Normal Pads x12,0.0,0.5678308
Tena Lady Discreet Normal x16pc,Tena lady - extra duo pack x20,0.0,0.45956677
Tena Lady Discreet Normal x16pc,TENA Lady Maxi Night x 12 Duo,0.0,0.44874606
Tena Lady Discreet Normal x16pc,Tena lady - extra plus duo pack x16,0.0,0.44815964
McVitie's Club  Mint x7,McVitie's Club Orange Chocolate Biscuit,0.0,0.58947605
McVitie's Club  Mint x7,McVitie's Club Salted Caramel x7,15.41164,0.5243925
McVitie's Club  Mint x7,McVities Gold Bars 7pk,0.0,0.41525787
McVitie's Club  Mint x7,Kit Kat 2 Finger Dark Mint 9x20.7g,0.0,0.30855256
JS adult comn with chicken & veg 5kg,JS adult comn with chicken & veg 2.5kg,0.0,0.5791262
JS adult comn with chicken & veg 5kg,JS training treats rich in chicken 125g,0.0,0.4786152
JS adult comn with chicken & veg 5kg,JS senior comn with chicken & rice 2.5kg,0.0,0.44483328
JS adult comn with chicken & veg 5kg,JS comn meat selectn in gravy 12x400g,0.0,0.4152414
Felix AGAIL ocean feasts 40x100g,Felix AGAIL ocean feasts jelly 12x100g,0.0,0.67996097
Felix AGAIL ocean feasts 40x100g,Felix AGAIL d/delics ocean 12x100g,0.0,0.5566023
Felix AGAIL ocean feasts 40x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.4978041
Felix AGAIL ocean feasts 40x100g,Felix AGAIL senior fish selectn 12x100g,0.0,0.49515164
Gourmet mon petit poultry 6x50g,Gourmet mon petit beef/chkn/lamb 6x50g,0.0,0.48544657
Gourmet mon petit poultry 6x50g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,1.449218,0.4409722
Gourmet mon petit poultry 6x50g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,0.0,0.4406619
Gourmet mon petit poultry 6x50g,Sheba fine flakes poultry collctn 12x85g,6.060041,0.43346277
JS Roasted Salted Pistachio 150g,JS ROASTED SALTED PISTACHIOS 300G,0.0,0.74511456
JS Roasted Salted Pistachio 150g,JS ROASTED MONKEY NUTS IN SHELLS 300G,3.637572,0.53900564
JS Roasted Salted Pistachio 150g,Monster Munch Roast Beef 6pk,0.0,0.30644506
JS mini log bones with chicken 200g,JS mini log bones with chicken x4 180g,0.0,0.7080729
JS mini log bones with chicken 200g,JS log bones with chicken x2 200g,0.0,0.6387476
JS mini log bones with chicken 200g,JS small biscuit bones for dogs 800g,0.0,0.5428157
JS mini log bones with chicken 200g,JS dog biscuits bone selection 650g,0.0,0.4558416
Wagg steaklets dog treats 125g,Wagg low fat treats 125g,0.0,0.39966673
Wagg steaklets dog treats 125g,JS small biscuit bones for dogs 800g,0.0,0.3864953
Wagg steaklets dog treats 125g,JS biscuit selection for dogs 800g,0.0,0.37206534
Wagg steaklets dog treats 125g,Wagg training treats 125g,37.607569,0.3694879
JS Xmas Brazil Nuts 250g,JS Xmas Mixed Nuts 225g,0.0,0.5415702
JS Xmas Brazil Nuts 250g,JS ROASTED MONKEY NUTS IN SHELLS 300G,0.0,0.5042306
JS Xmas Brazil Nuts 250g,JS ROASTED SALTED PISTACHIOS 300G,0.0,0.4597713
JS Xmas Brazil Nuts 250g,JS Roasted Salted Pistachio 150g,0.0,0.4509834
Stamford Street Mini Rolls 102g,Stamford Street Strawberry &Vanilla Roll,10.76862,0.44254082
Stamford Street Mini Rolls 102g,Stamford Street Easy Peelers 600g,0.0,0.43674755
Stamford Street Mini Rolls 102g,Stamford Street Wholemeal Medium 800g,0.0,0.4367214
Stamford Street Mini Rolls 102g,Stamford Street White Bread Medium 800g,0.0,0.4277957
Klg Spec K Red Berries 330g,Kellogg's Special K Red Berries 500g,0.0,0.5079049
Klg Spec K Red Berries 330g,Klg Spec K Peach & Apricot 360g,0.0,0.4564247
Klg Spec K Red Berries 330g,Kellogg's Fruit n Fibre 375g,0.0,0.4058499
Klg Spec K Red Berries 330g,JS Balance Red Fruit 375g,0.0,0.3853177
Kit Kat dark choc 2 finger 9pk,Kit Kat choc orange 2 finger 9 pack,0.0,0.62227815
Kit Kat dark choc 2 finger 9pk,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.60053456
Kit Kat dark choc 2 finger 9pk,Kit Kat 2 Finger White MPK 9x20.7g,0.0,0.58088934
Kit Kat dark choc 2 finger 9pk,Kit Kat 2 Finger Dark Mint 9x20.7g,0.0,0.5519168
Carling Lager 18x440ml,Stella Artois 18x440ml,0.0,0.28739932
Carling Lager 18x440ml,Budweiser 18x440ml,0.0,0.28500897
Carling Lager 18x440ml,Fosters 18x440ml,0.0,0.25611722
Carling Lager 18x440ml,Heineken 15x440ml,0.0,0.25387734
Twinings Everyday 80 Tea Bags 232g,Winalot perfect portions pouches 40x100g,0.0,0.33323824
Twinings Everyday 80 Tea Bags 232g,Stamford St Mixed Portions Pack 2kg,0.0,0.33175933
Twinings Everyday 80 Tea Bags 232g,Stamford Street Mixed Vegetables 1kg,0.0,0.30921635
Twinings Everyday 80 Tea Bags 232g,GoodBoy compostable poop bags x50,0.0,0.29513812
JS minty fresh dental sticks medium 360g,JS minty fresh dental sticks large 540g,0.0,0.7445806
JS minty fresh dental sticks medium 360g,JS dental sticks for large dogs x14 540g,0.0,0.6509026
JS minty fresh dental sticks medium 360g,JS dental sticks for small dogs x14 220g,0.0,0.649588
JS minty fresh dental sticks medium 360g,JS dental sticks medium dogs x14 360g,6.284087,0.5926403
Peroni 18x330ml,Peroni Nastro Azzurro 620ml,0.0,0.38096577
Peroni 18x330ml,Birra Moretti Can 10x330ml,6.153192,0.30138543
Peroni 18x330ml,Birra Moretti 660ml,0.0,0.29363218
Peroni 18x330ml,Kronenbourg 1664 15x440ml,2.759839,0.284672
JS Chicken Liver 400g,Js Frozen Chicken Liver Pots 250g,0.0,0.5939132
JS Chicken Liver 400g,JS deli sticks chicken & liver x10 50g,0.0,0.5828667
JS Chicken Liver 400g,JS training treats rich in chicken 125g,0.0,0.5498835
JS Chicken Liver 400g,JS Lambs Liver CW,0.0,0.5443188
JS Lemon Cheesecakes 3x100g,JS snack pockets cheese 65g,0.0,0.4090109
JS Lemon Cheesecakes 3x100g,SSTC SOFT CREAM CHEESE 200G,0.0,0.38090706
JS Lemon Cheesecakes 3x100g,Bakers sizzlers bacon 90g,1.629477,0.3805505
JS Lemon Cheesecakes 3x100g,SSTC GREEK STYLE SALAD CHEESE 200G,0.0,0.37836736
JS Conference Pear Single,JS Mini Pears 550g,0.0,0.40469313
JS Conference Pear Single,JS Granny Smith Apples Single,0.0,0.25321102
JS Conference Pear Single,JS Royal Gala Apple single,0.0,0.21957925
JS Conference Pear Single,JS Braeburn apple single,0.0,0.19965106
Gourmet Revelations mousse chicken 4x57g,Gourmet Gold Delights chicken 8x85g,0.0,0.5500393
Gourmet Revelations mousse chicken 4x57g,Gourmet mon petit poultry 6x50g,13.708121,0.5042821
Gourmet Revelations mousse chicken 4x57g,Go-Cat adult chicken & duck 2kg,0.0,0.49363562
Gourmet Revelations mousse chicken 4x57g,Whiskas 7+ complete chicken 1.9kg,0.0,0.46545774
JS comn for seniors meat in jelly 6x400g,JS comn meat selectn in jelly 12x400g,0.0,0.60556567
JS comn for seniors meat in jelly 6x400g,JS deli sausages for dogs x8 60g,0.0,0.55824625
JS comn for seniors meat in jelly 6x400g,Pedigree meaty meals in jelly 6x385g,0.0,0.5172256
JS comn for seniors meat in jelly 6x400g,JS comn meat selectn in gravy 12x400g,0.0,0.5054307
JS Butterlicious 500g,JS Xmas Mixed Nuts 225g,0.0,0.41818035
JS Butterlicious 500g,JS snack pockets cheese 65g,1.36278,0.413814
JS Butterlicious 500g,JS Corn Flakes 500g,2.119576,0.41190007
JS Butterlicious 500g,JS Lemon Cheesecakes 3x100g,0.0,0.40603086
Sheba fresh & fine fish in gravy 6x50g,Sheba fine flakes fish selectn ij 12x85g,5.645612,0.5970946
Sheba fresh & fine fish in gravy 6x50g,Sheba fine flakes poultry collctn 12x85g,7.140673,0.5142355
Sheba fresh & fine fish in gravy 6x50g,Sheba select slices gravy collctn 12x85g,0.0,0.50795865
Sheba fresh & fine fish in gravy 6x50g,Whiskas 1+ Cat Pouch Fish jelly 40x85g,0.0,0.47676697
JS NAS Lime Quad 1.5L,Hubbards Orange Double Con NAS 750ml,0.0,0.31746283
JS NAS Lime Quad 1.5L,JS DIET INDIAN TONIC WATER 1L,0.0,0.31589237
JS NAS Lime Quad 1.5L,JS Strawberry&Kiwi Still Water 4x500ml,0.0,0.2654797
JS NAS Lime Quad 1.5L,Pepsi Max cherry 1.25L,0.0,0.21928859
JS milky bones for small dogs 400g,JS small biscuit bones for dogs 800g,0.0,0.66351295
JS milky bones for small dogs 400g,JS dental sticks for large dogs x14 540g,0.0,0.55528456
JS milky bones for small dogs 400g,JS dental sticks for small dogs x14 220g,0.0,0.5353624
JS milky bones for small dogs 400g,JS dog biscuits bone selection 650g,0.0,0.5256467
JS House Sauvignon Blanc 75cl,JS House Cabernet Sauvignon 225cl,0.0,0.6929219
JS House Sauvignon Blanc 75cl,JS WS Mulled Wine 75cl,0.0,0.45721108
JS House Sauvignon Blanc 75cl,Sainsbury's Vodka 70cl,2.576446,0.4201818
JS House Sauvignon Blanc 75cl,SSTC Grapes 500g,0.0,0.37261942
Stamford Street Apples x6,JS Granny Smith Apples Single,0.0,0.49409404
Stamford Street Apples x6,JS Royal Gala Apple single,0.0,0.423747
Stamford Street Apples x6,JS Braeburn apple single,0.0,0.36653906
Stamford Street Apples x6,JS Mini Pears 550g,0.0,0.36180782
JS Reduced Sugar Strawberry Jam 415g,Hubbard's Strawberry Jam 454g,0.0,0.43967712
JS Reduced Sugar Strawberry Jam 415g,JS Reduced Salt Yeast Extract 225g,0.0,0.35495338
JS Reduced Sugar Strawberry Jam 415g,Hubbards Peanut Butter 340g,3.193921,0.22870106
JS Smoked Ham & Cheddar SW,JS Smoked Salmon & Cream Cheese SW,0.0,0.569731
JS Smoked Ham & Cheddar SW,JS ROASTED MONKEY NUTS IN SHELLS 300G,0.0,0.44641727
JS Smoked Ham & Cheddar SW,JS Flame Grilled Pizza Bases x2 300g,0.0,0.4323784
JS Smoked Ham & Cheddar SW,Whiskas temptations chicken & cheese 60g,0.0,0.43216255
Felix AGAIL d/delics ocean 12x100g,Felix AGAIL ocean feasts 40x100g,3.966368,0.5505295
Felix AGAIL d/delics ocean 12x100g,Felix AGAIL d/delics fish selctn 12x100g,0.0,0.53935677
Felix AGAIL d/delics ocean 12x100g,Felix AGAIL ocean feasts jelly 12x100g,0.0,0.53555727
Felix AGAIL d/delics ocean 12x100g,Felix goody bag seaside/ocean mix 60g,0.0,0.5329615
JS Stamford Street Chips 1.5 kg,Stamford Street Digestive Biscuits 400g,4.226261,0.44384903
JS Stamford Street Chips 1.5 kg,Stamford St Mixed Portions Pack 2kg,7.483974,0.4262782
JS Stamford Street Chips 1.5 kg,Stamford Street White Bread Medium 800g,0.0,0.4161098
JS Stamford Street Chips 1.5 kg,JS 10 British beef slices 115g,2.197843,0.41518012
JS Original Dry Cider 4x440ml,JS Original Dry Cider 2lt,0.0,0.6075864
JS Original Dry Cider 4x440ml,JS Easy Peeler Single,0.0,0.30797374
JS Original Dry Cider 4x440ml,JS Reduced Salt Yeast Extract 225g,0.0,0.3002029
JS Original Dry Cider 4x440ml,JS Large Kiwi Fruit,0.0,0.28993326
Good Boy chewy chicken dumbbells 100g,Good Boy chicken & calcium bones 100g,0.0,0.45816553
Good Boy chewy chicken dumbbells 100g,Good Boy chewy twists with chicken 90g,0.0,0.4532798
Good Boy chewy chicken dumbbells 100g,Good Boy chicken strips 100g,0.0,0.42677453
Good Boy chewy chicken dumbbells 100g,Good Boy chicken bites 65g,24.781305,0.4100511
Felix AGAIL mixed selectn jelly 40x100g,Felix mixed selection jelly 40x100g,6.64944,0.5184517
Felix AGAIL mixed selectn jelly 40x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.49426806
Felix AGAIL mixed selectn jelly 40x100g,Felix goody bag mixed grill 60g,0.0,0.45179695
Felix AGAIL mixed selectn jelly 40x100g,Felix AGAIL meaty selectn in jly 12x100g,0.0,0.44736457
JS Large Kiwi Fruit,JS Balance Red Fruit 375g,0.0,0.41753727
JS Large Kiwi Fruit,JS Strawberry&Kiwi Still Water 4x500ml,0.0,0.38146636
JS Large Kiwi Fruit,JS snack pockets with salmon 65g,0.0,0.3593949
JS Large Kiwi Fruit,Kellogg's Fruit n Fibre 375g,0.0,0.34663922
Winders Strawberry Blackcurrant 5x17g,Stamford Street Strawberry &Vanilla Roll,0.0,0.4557259
Winders Strawberry Blackcurrant 5x17g,Hubbard's Strawberry Jam 454g,0.0,0.4465335
Winders Strawberry Blackcurrant 5x17g,Comfort creations strawberry lily 30w,0.0,0.41645116
Winders Strawberry Blackcurrant 5x17g,Dole Peaches in Strawberry Jelly 4 x123g,0.0,0.4071449
Gourmet Perle chef's collection 12x85g,Felix goody bag mixed grill 60g,0.0,0.38068599
Gourmet Perle chef's collection 12x85g,Gourmet Perle connoisseur's duo 12x85g,0.0,0.3440411
Gourmet Perle chef's collection 12x85g,Gourmet Perle ocean delicacies 12x85g,0.0,0.33932087
Gourmet Perle chef's collection 12x85g,Gourmet Gold Delights chicken 8x85g,0.0,0.33507234
JS Smoked Salmon & Cream Cheese SW,JS deli sticks salmon & trout x10 50g,0.0,0.4591927
JS Smoked Salmon & Cream Cheese SW,JS snack pockets with salmon 65g,0.0,0.4565461
JS Smoked Salmon & Cream Cheese SW,JS Smoked Ham & Cheddar SW,37.592676,0.44136128
JS Smoked Salmon & Cream Cheese SW,SSTC SOFT CREAM CHEESE 200G,0.0,0.40591455
JS snack pockets catnip 65g,JS snack pockets with chicken 65g,0.0,0.6372626
JS snack pockets catnip 65g,JS snack pockets with trky/beef/duck 65g,0.0,0.61847275
JS snack pockets catnip 65g,JS snack pockets with salmon 65g,0.0,0.6145227
JS snack pockets catnip 65g,JS snack pockets cheese 65g,68.92387,0.5743239
Felight anti-bacterial cat litter 10L,Felight anti-bacterial cat litter 20L,19.894125,0.68593115
Felight anti-bacterial cat litter 10L,JS anti-bac ultra clumping cat litter 8L,0.0,0.4720542
Felight anti-bacterial cat litter 10L,Catsan hygiene cat litter 20L,0.0,0.40546608
Felight anti-bacterial cat litter 10L,Catsan hygiene cat litter 10L,0.0,0.4031927
Triple Distilled British Vodka 1L,Triple Distilled British Vodka 1.5L,0.0,0.6969756
Triple Distilled British Vodka 1L,Sainsbury's Vodka 70cl,3.162811,0.4721082
Triple Distilled British Vodka 1L,Sainsburys Brandy 70cl,3.15185,0.33069748
Triple Distilled British Vodka 1L,Courvoisier VS Cognac 70cl,0.0,0.19710496
JS ROASTED SALTED PISTACHIOS 300G,JS Roasted Salted Pistachio 150g,1.628692,0.73342144
JS ROASTED SALTED PISTACHIOS 300G,JS ROASTED MONKEY NUTS IN SHELLS 300G,3.066495,0.5388584
JS ROASTED SALTED PISTACHIOS 300G,Monster Munch Roast Beef 6pk,0.0,0.3048741
JS ROASTED SALTED PISTACHIOS 300G,Walkers Cheese&Onion 12pk,0.0,0.28818733
Gourmet mon petit cod/sard/salmon 6x50g,Gourmet mon petit tuna/salmn/trout 6x50g,92.374372,0.5413018
Gourmet mon petit cod/sard/salmon 6x50g,Gourmet Gold senior salmon 8x85g,3.434833,0.48246542
Gourmet mon petit cod/sard/salmon 6x50g,Gourmet mon petit beef/chkn/lamb 6x50g,0.0,0.4752285
Gourmet mon petit cod/sard/salmon 6x50g,Gourmet mon petit poultry 6x50g,55.306407,0.4688483
Arctic Coffee Latte 330ml,Nescafe Cafe Irish Cream Latte 158g,0.0,0.42011005
Arctic Coffee Latte 330ml,NESCAFE ORIGINAL COFFEE 300G,0.0,0.38657102
Arctic Coffee Latte 330ml,L'OR Intense Coffee 150g,0.0,0.38223448
Arctic Coffee Latte 330ml,Nescafe DG Latte Macchiato Pods x16,0.0,0.3423069
Tena Lady Mini X20,Tena lady - extra duo pack x20,0.0,0.46580815
Tena Lady Mini X20,Tena lady - extra plus duo pack x16,0.0,0.45631033
Tena Lady Mini X20,TENA Lady Maxi Night x 12 Duo,0.0,0.44903708
Tena Lady Mini X20,Tena Lady Discreet Normal x16pc,10.40618,0.44576728
Walkers Cheese&Onion 12pk,WALKERS QUAVERS CHEESE 12x16g,0.0,0.50813067
Walkers Cheese&Onion 12pk,Walkers Squares Variety pack 12pk,0.0,0.41805106
Walkers Cheese&Onion 12pk,Mini Cheds Nibblies Cheese & Chive 6pk,0.0,0.40207073
Walkers Cheese&Onion 12pk,Walkers Variety 20pk,0.0,0.3985902
JS comn meaty loaf selection 6x400g,Butcher's tripe loaf recipes 12x400g,0.0,0.56097573
JS comn meaty loaf selection 6x400g,JS deli sausages for dogs x8 60g,0.0,0.45466685
JS comn meaty loaf selection 6x400g,JS comn meat selectn in jelly 12x400g,0.0,0.39825714
JS comn meaty loaf selection 6x400g,JS meaty strips beef x20 200g,4.344346,0.39782387
JS Cod in Parsley Sauce 400g,Js Broccoli Chse/tomato Ind quiche 170g,0.0,0.37008023
JS Cod in Parsley Sauce 400g,"JS Pub Fish, Chips and Peas 450g",0.0,0.36981302
JS Cod in Parsley Sauce 400g,JS Cheese & Onion Quiche 170g,4.927173,0.36275035
JS Cod in Parsley Sauce 400g,JS Chicken Casserole 400g,0.0,0.3242653
Gourmet Perle connoisseur's duo 12x85g,Gourmet Perle chef's collection 12x85g,42.582418,0.37413687
Gourmet Perle connoisseur's duo 12x85g,Felix goody bag mixed grill 60g,0.0,0.30125868
Gourmet Perle connoisseur's duo 12x85g,Gourmet mon petit beef/chkn/lamb 6x50g,0.0,0.28340447
Gourmet Perle connoisseur's duo 12x85g,Gourmet mon petit poultry 6x50g,8.781946,0.27521697
Whiskas dentabites chicken 50g,Whiskas 1+ dry cat food chicken 800g,0.0,0.5693498
Whiskas dentabites chicken 50g,Whiskas temptations chicken & cheese 60g,0.0,0.5521844
Whiskas dentabites chicken 50g,Whiskas 1+ complete with chicken 1.9kg,0.0,0.5402037
Whiskas dentabites chicken 50g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,4.549528,0.53671515
JS doggy donuts with chicken 200g,JS adult comn with chicken & veg 5kg,3.778916,0.47582418
JS doggy donuts with chicken 200g,JS deli sausages for dogs x8 60g,0.0,0.4746044
JS doggy donuts with chicken 200g,JS adult comn with chicken & veg 2.5kg,5.302051,0.474569
JS doggy donuts with chicken 200g,JS senior comn with chicken & rice 2.5kg,0.0,0.45760423
JS 1+ meat &fish selctn in jelly 48x100g,JS 7+ meat&fish selctn in jelly 12x100g,0.0,0.6670324
JS 1+ meat &fish selctn in jelly 48x100g,JS 1+ comn meat & fish in jelly 12x100g,0.0,0.66601956
JS 1+ meat &fish selctn in jelly 48x100g,JS 1+ comn fish selectn in jelly 6x400g,0.0,0.5918406
JS 1+ meat &fish selctn in jelly 48x100g,JS 1+ comn meat selectn in jelly 6x400g,6.273856,0.5795834
JS Granny Smith Apples Single,Stamford Street Apples x6,0.0,0.3798557
JS Granny Smith Apples Single,JS Royal Gala Apple single,0.0,0.323826
JS Granny Smith Apples Single,JS Cox Apple Single,0.0,0.3181607
JS Granny Smith Apples Single,JS Mini Pears 550g,0.0,0.31720242
Strongbow 18x440ml,Whiskas 2-12mths Kit Pouch fish 12x85g,0.0,0.37055174
Strongbow 18x440ml,Felix goody bag mixed grill 60g,0.0,0.31461662
Strongbow 18x440ml,Butcher's simply gentle cans 6x390g,0.0,0.30697858
Strongbow 18x440ml,McVities Gold Bars 7pk,0.0,0.30577093
Gourmet Gold Delights chicken 8x85g,Gourmet Gold savoury cake meat/fsh 8x85g,48.922275,0.48449013
Gourmet Gold Delights chicken 8x85g,Purina One adult chicken & w/grains 800g,0.0,0.47076172
Gourmet Gold Delights chicken 8x85g,Gourmet mon petit poultry 6x50g,9.790444,0.45528147
Gourmet Gold Delights chicken 8x85g,Webbox turkey & lamb tasty sticks x6 30g,5.735121,0.4538817
JS twister with chicken & game x8 120g,Good Boy chewy twists with chicken 90g,0.0,0.43725014
JS twister with chicken & game x8 120g,JS adult comn with chicken & veg 5kg,2.763228,0.43398553
JS twister with chicken & game x8 120g,JS adult comn with chicken & veg 2.5kg,2.467167,0.43193108
JS twister with chicken & game x8 120g,JS biscuit rolls with beef 550g,0.0,0.40364045
JS deli sausages for dogs x8 60g,JS biscuit selection for dogs 800g,0.0,0.48652327
JS deli sausages for dogs x8 60g,JS doggy donuts with chicken 200g,19.036129,0.47131807
JS deli sausages for dogs x8 60g,JS small biscuit bones for dogs 800g,0.0,0.46316177
JS deli sausages for dogs x8 60g,JS dog waste bags x75,0.0,0.43279922
JS 10 British chicken breast slices 115g,JS 10 British beef slices 115g,14.531327,0.5418935
JS 10 British chicken breast slices 115g,JS 4 boneless cooked chicken breast 480g,0.0,0.46229538
JS 10 British chicken breast slices 115g,Bernard Matthews Turkey Chunks 80g,0.0,0.30902535
JS anti-bac ultra clumping cat litter 8L,JS odour control cat litter 10L,3.337238,0.4774997
JS anti-bac ultra clumping cat litter 8L,Felight anti-bacterial cat litter 20L,0.0,0.454957
JS anti-bac ultra clumping cat litter 8L,Felight anti-bacterial cat litter 10L,0.0,0.4533223
JS anti-bac ultra clumping cat litter 8L,JS recycled FSC wood cat litter 10L,0.0,0.43781066
Dreamies cat treats chicken 60g,Dreamies cat treats chicken & duck 60g,0.0,0.6487739
Dreamies cat treats chicken 60g,Dreamies cat treats tuna salmon mix 60g,0.0,0.63363177
Dreamies cat treats chicken 60g,Dreamies cat treats beef 60g,0.0,0.6297313
Dreamies cat treats chicken 60g,Dreamies cat treats salmon 60g,0.0,0.6058144
Stamford St Large Pork Sausages 1kg,Stamford St Beef Burgers x8 397g,0.0,0.47916237
Stamford St Large Pork Sausages 1kg,JS Roast Lamb Dinner 400g,0.0,0.31630588
Stamford St Large Pork Sausages 1kg,Young's Salmon Fillet Dinner 380g,0.0,0.2762998
Stamford St Large Pork Sausages 1kg,JS chicken hotpot dinner 400g,0.0,0.27446926
Stamford St White Fish Fillets 520g,Stamford St Mixed Portions Pack 2kg,4.5933,0.5003283
Stamford St White Fish Fillets 520g,Stamford St Large Pork Sausages 1kg,2.912342,0.47161734
Stamford St White Fish Fillets 520g,Gourmet Gold ocean fish paté 85g,0.0,0.46450686
Stamford St White Fish Fillets 520g,Stamford Street White Bread Medium 800g,0.0,0.4612975
Stamford Street Sweetcorn 950g,Stamford Street Wholemeal Medium 800g,0.0,0.50677586
Stamford Street Sweetcorn 950g,Stamford Street Oranges x5,2.023967,0.50406444
Stamford Street Sweetcorn 950g,Stamford Street White Bread Medium 800g,0.0,0.5038933
Stamford Street Sweetcorn 950g,Stamford Street Mayonnaise 500ml,0.0,0.4991619
JS minty fresh dental sticks large 540g,JS minty fresh dental sticks medium 360g,4.903059,0.67641556
JS minty fresh dental sticks large 540g,JS dental sticks for large dogs x14 540g,0.0,0.6503774
JS minty fresh dental sticks large 540g,JS dental sticks for small dogs x14 220g,0.0,0.61437666
JS minty fresh dental sticks large 540g,JS dental sticks medium dogs x14 360g,2.196523,0.54313886
JS meaty strips chicken x20 200g,JS meaty strips beef x20 200g,32.871226,0.5995208
JS meaty strips chicken x20 200g,JS training treats rich in chicken 125g,0.0,0.4601319
JS meaty strips chicken x20 200g,Good Boy chicken strips 100g,0.0,0.44768858
JS meaty strips chicken x20 200g,JS comn meat selectn in gravy 12x400g,0.0,0.44732928
Pedigree mini markies 500g,Pedigree tasty minis puppy 125g,4.652808,0.33884197
Pedigree mini markies 500g,Pedigree tasty minis beef & cheese 140g,5.78599,0.31935394
Pedigree mini markies 500g,JS small biscuit bones for dogs 800g,0.0,0.2788657
Pedigree mini markies 500g,Wagg low fat treats 125g,0.0,0.2742126
JS Raspberry Trifle 135g,JS deli tripe sticks x15 90g,0.0,0.38092703
JS Raspberry Trifle 135g,GU CHOCOLATE GANACHE MOUSSE 2x70g,0.0,0.3674932
JS Raspberry Trifle 135g,JS 6 Wholemeal Muffins,0.0,0.36494648
JS Raspberry Trifle 135g,JS Easy Peeler Single,0.0,0.3646747
Landlord Pale Ale 500ml nrb,Old Jamaica ginger beer 1.5L,0.0,0.34217098
Landlord Pale Ale 500ml nrb,Red Bull energy drink 4x250ml,0.0,0.28204715
Landlord Pale Ale 500ml nrb,Nescafe Cafe Irish Cream Latte 158g,0.0,0.2679782
Landlord Pale Ale 500ml nrb,Sainsburys Brandy 70cl,0.0,0.2636522
Js Broccoli Chse/tomato Ind quiche 170g,JS Cheese & Onion Quiche 170g,26.524887,0.4736699
