ID,ITEM1,ITEM2,PAIR_COUNT,ITEM1_COUNT,ITEM2_COUNT,LIFT
8167,2fabe7a0a9c1aed9eb9cb232b53428a6fe1f82bdfc74d2837e9a6a7dbeadfd9a,ec82f4efb68d24a914424a9483e7d1a405f5593021d18b5c5da1efbb64175bf2,6,12154,258,1.333442
8168,659b3e06d03a2e6b7efe6a73b9f1750bb75b8c50f09541e248e185593bbd0a7c,abb87bdb518badcf33fc455e513be6903c6f7d877828e5c811bf4dff79771ef0,233,12289,5745,2.299911
8169,14e0acfa4cc4b07fae954357d84e5e2e8146f8bb1fe4c59522dc8bb1ed521d33,6c04925371d534827ac38fb5de135ad322efca6a2e254455ed06bb3567c17a07,11,1738,1467,3.006592
8170,24e092417bb42d4031ec8530673f51456ab6599584f14300815bf539f14d1405,3a6d26591a16b53f4024b29c0897155ee9825bdb6ae30eff19578b6be1819135,56,1578,8030,3.079833
8171,5a210bc5f062bf6c3471981fc722c22fddf96c83ba1756292c7bbf164b74f084,68563a18f2e418bb76e8119985c5f2ebe758cae9eaaeed342e3ad0aaba88c3a6,32,2473,2399,3.758870
8172,529aa00339d1b7fb7344d0e1f6799a1ae4b6a267ef4c96a5c95a68ac0677d0eb,e436eab7e6c162633338041821b4872af7b4366ff7ddb0b3c79d503a71424484,22,2411,2311,2.751612
8173,0c2964149abd29fd2d3395a858050805eb4a24446e745d9ea6c60f5e755790d8,129fc00152d97321ac540dde99547b4cb39de77e0a3a91fdb2faaf725a9d7bae,94,2628,5428,4.592238
8174,1e9714b5fdd6f756a9e3d3e11ca9aa19cb50b50e6723c173e32989a97eb61156,fcb4860524f4b3f5503a6f6096ade548f01e2374b5f082189b19ceb5eba54487,7,2152,1561,1.452160
8175,3120b2fe2d94af49e4e6c0dd5c387a26a671ebfadc615b2ddb54674886ebea65,8f76aa7912671508355dc2ca1bddac5cb89c0d393e3e93d8854db1b76bb14c81,41,2096,1170,11.651140
8176,72e122d86620b68da902daba3c12622583495fab555600370f32727d95fa4a49,79e164eb555cd7f7ac1fb78743a9d378979b7d00f585959153eefd8a969179ca,55,3326,1866,6.175762
8177,11bf1b9db44835055f1aca4118d43d2329225a46145934fa7e53286fd2b8774f,7654fa6f1bd11668ebdfe1253b88ebc83ada2d7b817e4fdafc646d888e5c4556,6,2202,1287,1.475425
8178,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,bc59ebf0c6d55c3dd90a838a4deb426cd2d3cf71de5b11497f4bd241acc4376c,16,1294,1307,6.592830
8179,34118ec0a6ee088e192fdf46308b702a838e52223829aa3764e8c8ab617c46e3,36b32dda2f4d84db2751fbfcda3f7e239d2b0a428107d78454623c9167457882,11,2090,1231,2.979546
8180,295dba9609e61563d4548dc150f1ce958d61f21f9712a57c99dbbd00535c2297,6129b3767ee98cc47d3dcfeb4d8c3245fa3cce074903b5b82a9e620b49eb32a3,13,2501,3267,1.108772
8181,8e4941a8b12078b60050d32df3ded9da2648265c45787949408b8eac39d16c8c,eea78ca46e6ae70b892f283cc935ee56e146eb1b6a02f04e4b63f9fea53e5f34,27,2326,1412,5.729030
8182,70dc695dd938f6274d100e4ed738edc56c0e6f3dd99db92e78d8745154e2f33b,f2ff372b8809071c42b5ac386dfa059d59870bcca4b1c116055d60fe169a7115,13,3135,2179,1.326204
8183,bb3ce5f621f4b58b31290e459c3a5031eafddd471ca6a7401082ecd98a906d84,d6bc0a7b307e66306d62d8c6b1b521da57ac70fc2774af1f6400ffaf2741cd80,35,8165,2395,1.247292
8184,ad114bb1f49327470c5931745350659e0b9977bbcd27bb4f347f7ff322c1a26b,e2c5349ff7db1878e332b58271493d35ba2823fa63d3b0a7a87d7c2185303747,8,954,2818,2.073778
8185,022884a3c80c51d1e71225e36af6647d9094aa4966782b92bab864e172872127,98eeee36f9276108238cb1a902096d03efe1848ffe44fe9ecabea5e32e4d26a7,23,2897,1955,2.830051
8186,e4ad8e98e89a28e81c8b5324f478e0bb583a9ec8bb0c105f6fa4905a07e9a0b1,fa145abc43869d474d2fe27a62a1f505f4d55b971f46401c0dbc5a857fe60442,27,5651,1478,2.252816
8187,68563a18f2e418bb76e8119985c5f2ebe758cae9eaaeed342e3ad0aaba88c3a6,d1a7d185f4ad73de74d59c3ce0bff0831b51e59b00f57fe44b53bb23198cec20,22,2399,6250,1.022526
8188,97ae0e13ebb542da3508485dc5827320b77f24ef77bd568c96a52c618fced328,a2668c9b4dca4ab9c128a08a39e8b041adcccc42138298bf125fc90ff98d4905,137,3561,5525,4.852640
8189,1c0408bf90f62d263d8af54713f205b4fcb5613185c36e6e88748d86204ac4d2,3f3479a29153e275326abcbd3a6ef411bbcd71e926762cad1467bd9c0c2a73a8,170,2003,5339,11.078215
8190,69294a324793dfdf1bff92241c037ecc895f0576cf656dc08055bb9661a3a12e,c5ebb0652275360a2d7b1d2cb0c8480a06e6fbe51751344ae01e7e8abd9e54aa,15,2210,4473,1.057455
8191,de8d0880a3e3656b3db963677724b77988033b5775773b5bfcc63d4f48154a04,ee9af63abbc01197bd4dddcbf530cf3a9a332f5afdeca532a9d6a7e1f91bf32d,69,1902,3896,6.489053
8192,41fc54805cf02db35a5101abace493b4c0473cbaeb2c4b6ec068f96a4225f215,6c04925371d534827ac38fb5de135ad322efca6a2e254455ed06bb3567c17a07,7,1994,1467,1.667649
8193,16edf399872dd3666b25b15ea3a1dc3cefec2b07c87c1d484bf79bb7723462c1,8ff2d9b6abb61b13162daf8c34ec9a759b2b278cab3f7ce79aeeb94e526225ab,30,1365,4494,3.408139
8194,26dbd8a196bd051a02f1f67b1f9e84de380c9a79b472afe1f276a69c95853e55,49a6af72364dc625b5010b9d4a0e624846faa9d5c88da6762f2e8bfbbeb5bd67,13,2269,2237,1.784862
8195,ea7105cbf302c2a5fb0906f6224cc6e11b632da94cf54a4fe5667ed3a5460631,eea78ca46e6ae70b892f283cc935ee56e146eb1b6a02f04e4b63f9fea53e5f34,17,1766,1412,4.751003
8196,69294a324793dfdf1bff92241c037ecc895f0576cf656dc08055bb9661a3a12e,e2c5349ff7db1878e332b58271493d35ba2823fa63d3b0a7a87d7c2185303747,20,2210,2818,2.237992
8197,529aa00339d1b7fb7344d0e1f6799a1ae4b6a267ef4c96a5c95a68ac0677d0eb,a639fd805824b8b347bcd968102a7fb801f8794961013c24d2fa4ed2a42fd8d7,11,2411,976,3.257672
8198,18d4aee90a94d871723c2f1e59d3fd588df9d09dffa605325f2c68c9b4d8e128,fd1e726e19402717cd9a63f735983082235b2a8cb0eec433c521d713113fcdf0,22,2110,4711,1.542371
8199,a639fd805824b8b347bcd968102a7fb801f8794961013c24d2fa4ed2a42fd8d7,ea7105cbf302c2a5fb0906f6224cc6e11b632da94cf54a4fe5667ed3a5460631,121,976,1766,48.922275
8200,005ee88ad0a4d580affd599d79b8fef64be180a782cacb5118f9ecac2772b049,4386c8e477642b6b6d48da2efeaf05b2cb88b2ab53a1db2fc9b2d1cdb7e24a12,6,1045,1813,2.206983
8201,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,8312633d1128fbf27ae83c535557af2d0448880f2f6965201cfab8508688d2b9,39,7031,3467,1.114950
8202,bc59ebf0c6d55c3dd90a838a4deb426cd2d3cf71de5b11497f4bd241acc4376c,d0eb42d1dcb72179895e3e730bddaa69ce7edd664ecee97dd92e0ed55ef955b2,6,1307,1931,1.656743
8203,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,394add7c80c8885edd2682212c672532c2ff470107bcb6ca5933293a21e6a3e1,7,7031,563,1.232351
8204,687e76ba74031be199fb48d468f4757828d42d4008d80c27f57f9adfddf74fb7,942da1e81bb0a4ff1ba51dc5cadfc7d2ff7ca25ef647d5010342863b331183f5,261,3810,25836,1.847787
8205,e4ad8e98e89a28e81c8b5324f478e0bb583a9ec8bb0c105f6fa4905a07e9a0b1,f14fc4251d2c7eeef839a93cc52c76163dd015afd5e719fb530fa5ec3059bba2,395,5651,12277,3.967722
8206,0fe4529c5e21991b0fcf82b223495d0b3e4b1bf7ed16a042ea5d9c3899def4ec,16ef06672011a568ab1f4ffca9c28a308640d1a1b9813b082a63bb9a995f545f,110,2908,10374,2.541053
8207,022884a3c80c51d1e71225e36af6647d9094aa4966782b92bab864e172872127,ce084f0bebbf24273118172d1844a02402a9ac40f7c8250726424e9b05ab432e,10,2897,1672,1.438722
8208,2df37d5e60ac97350d4dddec30e37a5ece70fa1389dde6fc1257f9b0c1511882,afb2eac9c0f7f2dd9bc401664b41c14f7310c22042ccae749eee5304fb61ea8e,13,6211,1347,1.082869
8209,84bed2631cfe5d4651032ddec3aba05d810e020b93904317d7bb31b1bbb03372,e436eab7e6c162633338041821b4872af7b4366ff7ddb0b3c79d503a71424484,26,1595,2311,4.915577
8210,918a5d35ea957027853b0f0792a46211e4ea20c66c2811f05b23948044f0dee6,cd41dd1ab418b769bda4172979554e439ad60408cfd554ff125eef2b65ca865f,183,3269,5873,6.642597
8211,0a19e714ce4bbedb190a469b9d1451b1c01275cac6fa34dad4bb02e407e61a6f,7640268136f5b274e25f4611483b26656d19c5fb7006a703a455e541e36558ec,29,2635,6088,1.259808
8212,3b47ead8994dd9980ab2bd6fdfc9d667417e07de869e408815c9ee0998241810,8c593edefec8ff0fb54aa7f7695f69d246088df1299e7370dde90dddfed149e2,9,2178,1708,1.686004
8213,7b5a74d69975f38dcbfa96e3a42901fe607b7879a1d2d5a367f1a7e9ce83e13b,865b7c05a2859d4bdc0e68e13a7ae03c41ec32940903ef2b82496ea4d1c9e76a,27,1643,9667,1.184667
8214,6a22c6fce381547a51494f5f223b18f25e4e9bd28828343676120fff85a5dcd8,e01750ef7e6dd2817c5c667e66882c931484d85ecd9b0d9633f2528d3d4a3263,12,1644,3353,1.517077
8215,2859d351bbb0283300d5528d8cbbe883554728af56ecc8d86ac4704b7db15bee,a9a22ebcfd93353e4a74ac9dbc570bcabda07683c95245ddd1882865a4d0c8ec,7,990,1986,2.481106
8216,337826d90c17e6550f4820a68f2e550f4aead61f3ef5c2485e658eeda68b481c,969d998e4ea5cee32546ba9970a6355582007460de0c4c123742eaa85129dc5b,28,1432,13215,1.031121
8217,481ed8b48c11a6c6e25e4bca70741716a19bc1b453ffd44585645fabe3497e74,e59d7384acdd0908b6f346ffcab8f078e556a9f01eb24037c12ddde99fae1bf1,6,1469,2389,1.191448
8218,5f3730821460ebfee01c2bdc028960aaf0c79dad1a8dcccbcbdb391cb99c0f4a,706dfc42061db45654bf591ffc89849586456489002e28538b7f47836f8744c9,13,1215,1162,6.416863
8219,1c3b10fc6f432b1d7a1e355c04dc6a29ab41d29e704c42996075babdd83870be,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,47,1454,7031,3.203894
8220,706dfc42061db45654bf591ffc89849586456489002e28538b7f47836f8744c9,e43d72ab26a7ef64c17a60755323ff192e1b66e5cb03a1d47cd19cb87c2305a9,8,1162,1098,4.369615
8221,129fc00152d97321ac540dde99547b4cb39de77e0a3a91fdb2faaf725a9d7bae,394add7c80c8885edd2682212c672532c2ff470107bcb6ca5933293a21e6a3e1,6,5428,563,1.368248
8222,7c79be905ac4a2b998e6a437a265a842d2e5b6dd0721ec9fc221e552c8093286,f14fc4251d2c7eeef839a93cc52c76163dd015afd5e719fb530fa5ec3059bba2,66,1720,12277,2.178136
8223,8b3ef5a6cd4099c961fa13e0b6c875d5ae4f7349985f6ad3ee11b190ea694364,e98f3db4effe5028ca5fee4cb52285aadd46b4c64e1dbf5f795952d97ab8982c,19,1454,3356,2.713495
8224,5e51257163e12184ada71e9c5c7e3779cc32d54ba8faa9d0f269720142a965cf,d5686e71cfc9a71c374cc862cab864af347b54e087be1775252b038b96e94640,90,2849,3061,7.191980
8225,e3f273d3b4876b554323d2070e4910abb9ae85fcb36cf4b27637dcc49d8eae7f,f14e72a312058665a165df1229954bf2b776ce5667a0914345ee3970a6e68b20,9,5433,1012,1.140733
8226,626cd674b1a6c3f5688b8d3aac950ae204a7ff36e4e56cb7e3ca4c53a1d4a790,803419a86fae10720ab0b85d092036687e237ef121cf90bc058819938d89d097,37,3088,6399,1.304890
8227,b708452353ce5dd80fdbc427de36bb44fd2b4098e14bd29c8b0557911cbbc53e,e4ad8e98e89a28e81c8b5324f478e0bb583a9ec8bb0c105f6fa4905a07e9a0b1,663,35972,5651,2.272926
8228,011b0da93c663d6b960560cd25c3e069bcb52d9bbe3c3fa798625a56994a0166,ee9af63abbc01197bd4dddcbf530cf3a9a332f5afdeca532a9d6a7e1f91bf32d,124,4856,3896,4.567576
8229,0c2964149abd29fd2d3395a858050805eb4a24446e745d9ea6c60f5e755790d8,d6b891d8579605df8e7a8188fa294d135e11d7dfcd051ef13140045b10d38c96,155,2628,10964,3.748859
8230,5f4a26b105b8fcf2075202f5b7eb3baab22f2694baa9ea06dbfd48924fca079f,a8d8c3c8d56e3939e2f74e5ed488e0ac2049183ee7718360e4bcca14334b9e34,7,2746,1607,1.105461
8231,6580322e3b3ed89c5c0bf581124dcdcbee5d750877bacdd8fb9e36991ee28668,e2c5349ff7db1878e332b58271493d35ba2823fa63d3b0a7a87d7c2185303747,9,2124,2818,1.047873
8232,1c70ee9a408a47b4dcf85e2cafb97782c313855b61cd0172c1e8e89097cc81ca,271514e2711e13d0826c5498d11aeff927d0a88689e3960ff6a7520e3e52b1d2,171,26171,1868,2.437590
8233,73642b7ccc578220c80a0cdf53f2726b5e9e6506e8897722b9680e78775f5f17,beb7c27c3bd5599e2482d283ede34c16e3d0c7f0ad45be1c52f9b635d2f346da,215,7662,3018,6.479460
8234,6ed86a1f30544599a562e45a8895512c1aa634ada1a42d839be959585608a6be,cb5142698732aa569c90c8762ebdb0a7ed40330fa1abc6950605ac910ee1adfc,7,1545,2680,1.178139
8235,073fab5e8fccd9d7ddd909d3c882a872a4ae8380b77bd379d36c84936762f190,98eeee36f9276108238cb1a902096d03efe1848ffe44fe9ecabea5e32e4d26a7,51,2797,1955,6.499691
8236,47b99699ea79aa63c3ebb344893a15d2b20678e741426f61493bb92c61f93e4e,7484e032fba27e1d8eff782e7ebaf70c76862a185dd2849edd88fe31c5362810,6,1911,942,2.322745
8237,c9e074615669978e20057d01fe8cf66a0d48d409a09769608808f31dc58061d1,f523013e192191e9075dc88fda32ccaf83eda8d9bc616894253a3f011b699baa,20,3256,3711,1.153497
8238,67a3987bde1d4fe2e7d75f308bc27ca3a2a652fdef97121a95cb234b537f1b9f,b3d0bde7920e053da68de3cd8e350bd32da6cde38f305a15ab9dc2a1f18071ef,7,1185,1534,2.683589
8239,5e51257163e12184ada71e9c5c7e3779cc32d54ba8faa9d0f269720142a965cf,9f3546d1dbaa4f42e58f406d7bfae1f755a647abceb737c8f61b84c26a05accd,55,2849,2715,4.955211
8240,337826d90c17e6550f4820a68f2e550f4aead61f3ef5c2485e658eeda68b481c,626cd674b1a6c3f5688b8d3aac950ae204a7ff36e4e56cb7e3ca4c53a1d4a790,7,1432,3088,1.103162
8241,a323098c08742400d8f75910c203ada6575c62083853c44fe2e112b5986d3ab0,ad881021b36b024699d53d2eef2c8c88982ca76a0bb11709e07b4598f1ad424e,25,6207,2468,1.137299
8242,16edf399872dd3666b25b15ea3a1dc3cefec2b07c87c1d484bf79bb7723462c1,ea889ff89d4b38e1bde8b8947ba1efb01f3b4679f7bf62abcb8d33913e84bcb7,15,1365,5127,1.493678
8243,8918fc5e085e93eaffdfdf80da8f9584ba3c881d851c73ee99de0740caba5edd,c4c88a472f481ee23e04b5402525999d217e58483d244849210c16b3dd186c6f,164,10134,9335,1.208121
8244,85d591d960ca0c75bdff773efc7b03c2d81c02caffd3436d5138bdd9074cae60,969d998e4ea5cee32546ba9970a6355582007460de0c4c123742eaa85129dc5b,143,4679,13215,1.611675
8245,c903a0edb4eea1d4f244541c66e3be6446d29b74ddbc021ff523b703796da1d0,f307540a042e29f69fb769ab9f6fa4fb08125a5ec6648816a85bbd09f140fa31,15,5251,1594,1.248886
8246,3317f13d48760c5dbbc25d941baf41cb1f7c3505ee9d02f717d580549d20dd9f,66b096669b12fa6aec5292df389d8f1ce78bad287689278704069e5701857871,18,4111,1458,2.092807
8247,08227d929899692968c7953baa19202a30ee27e168435268ae6ad08ce6cadd24,69294a324793dfdf1bff92241c037ecc895f0576cf656dc08055bb9661a3a12e,11,2485,2210,1.395840
8248,3a6d26591a16b53f4024b29c0897155ee9825bdb6ae30eff19578b6be1819135,c9e074615669978e20057d01fe8cf66a0d48d409a09769608808f31dc58061d1,154,8030,3256,4.104710
8249,865b7c05a2859d4bdc0e68e13a7ae03c41ec32940903ef2b82496ea4d1c9e76a,918a5d35ea957027853b0f0792a46211e4ea20c66c2811f05b23948044f0dee6,227,9667,3269,5.005886
8250,73aaaa418179e2be665952ca686027d552301886b31ec700778cc563f98f5e2c,93ca4748e8f6d7759604344391197ef16e1b53ca5cf40df75430908c5140946f,23,1813,2424,3.647196
8251,6c199c33af6a568e5e052b95a737316c823568443d1b8c95e4823542496b12b1,e43d72ab26a7ef64c17a60755323ff192e1b66e5cb03a1d47cd19cb87c2305a9,7,1182,1098,3.758720
8252,7ef63a244231a57bee7ac5765234820a94d14682e74b871e6886d70c92f5fa41,863d645f27d53cec086227fbce3121ccfa340061e23929c96bcc1d720fdff1cb,15,1391,6171,1.217784
8253,36717e84e04ec618b2c47bfa99624a8268e0388ea661f464a015d3cbb3699463,b7f57ad80ce7604cc532b7a9d93fdc9b0658f4ffdc93036af76b687dd9c7bd98,7,2832,1653,1.042062
8254,6f8e56b7c0a255d724e772bedffeeff491afd81901da023ab9f931e02061d014,8e4941a8b12078b60050d32df3ded9da2648265c45787949408b8eac39d16c8c,56,1930,2326,8.693262
8255,49a6af72364dc625b5010b9d4a0e624846faa9d5c88da6762f2e8bfbbeb5bd67,95e47baadc201323688ee969fa5767cd48288c8bb60ea9e4a14dc28b3fb883d2,13,2237,2490,1.626447
8256,1c3b10fc6f432b1d7a1e355c04dc6a29ab41d29e704c42996075babdd83870be,1f5179e68310afd8cbdf69cd177318eba00181a9732b0cd8f8880c25c5bdbf51,12,1454,2216,2.595427
8257,3f29c5cf9858167175c90af614e9d15d2ad8a43a0e0d984b554b6e145d477abc,b38ab14abf313ba3a0377ded6dc03eab0359e1568bf9c7d5a67aaac4edc876ba,23,5041,1496,2.125403
8258,1fb1081fa74a45e18db8223e150ddf7ab1b6953b9d837a4f056f5b31df981c4c,c903a0edb4eea1d4f244541c66e3be6446d29b74ddbc021ff523b703796da1d0,65,2321,5251,3.716704
8259,a45deab02cca0f0b3542910c096d42226a66130e6bf68d640b3270ab1b4f2916,ea7105cbf302c2a5fb0906f6224cc6e11b632da94cf54a4fe5667ed3a5460631,37,3485,1766,4.189575
8260,aa0cf80730808e3b6cbe024964ca74b8db3e4a5ddcf2a393b681b38e63bbe09b,e01750ef7e6dd2817c5c667e66882c931484d85ecd9b0d9633f2528d3d4a3263,22,1481,3353,3.087421
8261,7484e032fba27e1d8eff782e7ebaf70c76862a185dd2849edd88fe31c5362810,85d591d960ca0c75bdff773efc7b03c2d81c02caffd3436d5138bdd9074cae60,9,942,4679,1.422985
8262,3bb9b439b84a4a433288c29bc34558981969f9d5ceb39e04617a63a02a790991,97ae0e13ebb542da3508485dc5827320b77f24ef77bd568c96a52c618fced328,211,8782,3561,4.701958
8263,022884a3c80c51d1e71225e36af6647d9094aa4966782b92bab864e172872127,f523013e192191e9075dc88fda32ccaf83eda8d9bc616894253a3f011b699baa,90,2897,3711,5.833978
8264,8e4941a8b12078b60050d32df3ded9da2648265c45787949408b8eac39d16c8c,a45deab02cca0f0b3542910c096d42226a66130e6bf68d640b3270ab1b4f2916,54,2326,3485,4.642405
8265,36b32dda2f4d84db2751fbfcda3f7e239d2b0a428107d78454623c9167457882,d1a7d185f4ad73de74d59c3ce0bff0831b51e59b00f57fe44b53bb23198cec20,23,1231,6250,2.083299
8266,218e02b88a0a394e47593fbb718462a4ab36964ee332e51d5cf3cdee094061f6,b2d841a9aec0e56a71f19ac8e4bcd4dffc6b1e5c72025b7609164e4eab2046ee,15,1591,3076,2.135977
8267,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,e43d72ab26a7ef64c17a60755323ff192e1b66e5cb03a1d47cd19cb87c2305a9,11,1294,1098,5.395328
8268,a9dcd65e3d215f6891095b28cdfa119833215b4b815637701b892c5b31c791e1,c903a0edb4eea1d4f244541c66e3be6446d29b74ddbc021ff523b703796da1d0,75,1930,5251,5.157315
8269,7640268136f5b274e25f4611483b26656d19c5fb7006a703a455e541e36558ec,d573e6b9de1435a82aa42687ce83733866bc4d6bc88055c05d3055a3e5dd638e,361,6088,4823,8.567952
8270,1426757b09bf9657310dd48357109c9e5535f54a366915bad5a2dca785287660,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,35,1310,7031,2.648143
8271,56141b13b715b757bfa3fccb83cae45d1b121a179321a97faddc23661acc9528,69294a324793dfdf1bff92241c037ecc895f0576cf656dc08055bb9661a3a12e,12,2752,2210,1.374999
8272,72de1aba238e68857c570644ce7a1640df7f97e82e7413ec0bfb2f2de85912a1,942da1e81bb0a4ff1ba51dc5cadfc7d2ff7ca25ef647d5010342863b331183f5,264,1766,25836,4.032271
8273,6137dd2135cdd438acbd7530da65c9edb8d340806246a6442b4e124535f947ac,f0fca808a612585ba7671619656e224be0a923495223788ba60f6035a2776a5b,6,1594,2251,1.165331
8274,7b1594811c3b766c53b1af26510320293d28efbb0da1cabbd51c9c7f63a5aaef,ee2ae796bacd7778dec08b334d35865e1189ec6d7528642fb47cbb80502a148f,85,3868,9701,1.578620
8275,08227d929899692968c7953baa19202a30ee27e168435268ae6ad08ce6cadd24,129fc00152d97321ac540dde99547b4cb39de77e0a3a91fdb2faaf725a9d7bae,29,2485,5428,1.498282
8276,4453ad74528ab5a585fd69946e7ffd961cb739166b16c9a98460e30ea24a65e5,5ecbc9b7ff064994adbd3e109720e494c249eebd67d6fa4841add16a0fc0e823,10,1070,1442,4.516612
8277,011b0da93c663d6b960560cd25c3e069bcb52d9bbe3c3fa798625a56994a0166,a09a8cda2436b59e796152ecba3cf61ad0493aaac25affa3803b7ef64b22a3d5,356,4856,6916,7.387170
8278,3317f13d48760c5dbbc25d941baf41cb1f7c3505ee9d02f717d580549d20dd9f,3f29c5cf9858167175c90af614e9d15d2ad8a43a0e0d984b554b6e145d477abc,50,4111,5041,1.681387
8279,de8d0880a3e3656b3db963677724b77988033b5775773b5bfcc63d4f48154a04,f4736bcac36f0ba96ac30a4442e2abd30cc9af49bc7075759276f35dce07958e,76,1902,5107,5.452541
8280,79e164eb555cd7f7ac1fb78743a9d378979b7d00f585959153eefd8a969179ca,98a2c6b3eda03407e91800db4e68dc352fb47f2b436e67ab13a0d204a8eeb358,23,1866,1390,6.179639
8281,c7eef9bef3332a8c1617e8c7e6b048d9cf51eb6a886636c167fcf1e32ac9e850,e7534af71ffa72d0f488531e7752d140ee6a4352a6fa6b671d1ac0f18768d796,12,1662,4856,1.036175
8282,1e87fbedcad92c319711955ce017425e1778fb3768a98321a4cdba8755eeec76,6137dd2135cdd438acbd7530da65c9edb8d340806246a6442b4e124535f947ac,12,3136,1594,1.672933
8283,3bb9b439b84a4a433288c29bc34558981969f9d5ceb39e04617a63a02a790991,d8613d3eda52807b46850e290cd1f1c222b7f399d6b1e861b9e7e9695b932954,697,8782,15946,3.468561
8284,6a5510d67060af52da80ac4af48483940eface74eb744f6cd379e7d84e3e6991,d0eb42d1dcb72179895e3e730bddaa69ce7edd664ecee97dd92e0ed55ef955b2,9,2217,1931,1.465063
8285,a3df705a2dffa05976b853e19106b1b43a66f606775f91d9c63df096fab099ec,a678e8f5abd175fae9a56fd004d4946992f77096a2dd84a93ba68a0879a7c075,15,4896,1554,1.373917
8286,6b4b021061f2870cd68968d52c08b392f783214e67d1d175213a0a114bacdafc,6f8e56b7c0a255d724e772bedffeeff491afd81901da023ab9f931e02061d014,8,1968,1930,1.467808
8287,aea24662b147548b3f6f3f9d674aef210355529871465a841084ddaadcad907c,ba3b2ab0c3cad1786b48891c809546164611ead574ec99cd27a800a3a30468b0,68,2308,3322,6.180665
8288,21f4550004a2b98c66d214d49036e74317fa13259c60bb803a699cf9c13eaf70,9e9e46354469546d09c2cc280a5c808aadf2c849790a3ebc63afd9bdfb7b3d59,24,1505,1688,6.583609
8289,7b1594811c3b766c53b1af26510320293d28efbb0da1cabbd51c9c7f63a5aaef,d6bc0a7b307e66306d62d8c6b1b521da57ac70fc2774af1f6400ffaf2741cd80,20,3868,2395,1.504526
8290,6c04925371d534827ac38fb5de135ad322efca6a2e254455ed06bb3567c17a07,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,6,1467,1294,2.202666
8291,218e02b88a0a394e47593fbb718462a4ab36964ee332e51d5cf3cdee094061f6,e3f273d3b4876b554323d2070e4910abb9ae85fcb36cf4b27637dcc49d8eae7f,13,1591,5433,1.048082
8292,24e092417bb42d4031ec8530673f51456ab6599584f14300815bf539f14d1405,fdc00921dd992eadee2ccd7d5b49667120c1df228373fbcec1822fa03dab9c71,14,1578,1208,5.118182
8293,b38ab14abf313ba3a0377ded6dc03eab0359e1568bf9c7d5a67aaac4edc876ba,f06a25f221bf290f7e51468e35eb5a78a62172ada73f4b8180e29d719a4da53e,8,1496,1759,2.118626
8294,5a57844007906428852cb07a1be083e8c301afadafe2eb062f49d807a9a8cd05,702729e04b57093360b3a5c54f328566eec50ba257b62f2bd4b4ad52489000e1,8,1512,1383,2.666108
15509,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,958dd9d4ec7c582197911acbb0f1d3893ccfac859c96f24a7e453b0a64e7062b,25,1294,2692,5.001409
15510,3367c4fd84d01366d08266be48d6a2f5c7a9bbe56c24cf7b8eb11a1746fc6536,e4ad8e98e89a28e81c8b5324f478e0bb583a9ec8bb0c105f6fa4905a07e9a0b1,276,12979,5651,2.622432
15511,69294a324793dfdf1bff92241c037ecc895f0576cf656dc08055bb9661a3a12e,a5362db89d997c0f49ae649af8f1f9a098e45a374d8cb112575a4dcc9b25e2cb,41,2210,2716,4.760182
15512,3f29c5cf9858167175c90af614e9d15d2ad8a43a0e0d984b554b6e145d477abc,f18f290747a3b335f1e3453c995abbcbf049c974f6ff3a35e68946625f9616d9,35,5041,1837,2.633928
15513,36b32dda2f4d84db2751fbfcda3f7e239d2b0a428107d78454623c9167457882,eea78ca46e6ae70b892f283cc935ee56e146eb1b6a02f04e4b63f9fea53e5f34,8,1231,1412,3.207444
15514,687e76ba74031be199fb48d468f4757828d42d4008d80c27f57f9adfddf74fb7,fd1e726e19402717cd9a63f735983082235b2a8cb0eec433c521d713113fcdf0,31,3810,4711,1.203609
15515,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,b2d841a9aec0e56a71f19ac8e4bcd4dffc6b1e5c72025b7609164e4eab2046ee,115,7031,3076,3.705580
15516,445088cb5bf7b034cc15b7e1aa031b82d838872305e4c5495f4d9e347dbd566e,a4cbc6c92b45f4e9f9a56ac45fcc0e60bfca2381dda506edd4b06071472534aa,25,1293,3318,4.060943
15517,b487ca157628339860b6fc77b82e445776e99a537011ba73cd05a85529ecbe8d,e5519cf0f639b518b111026a1e76e6753292a7053392e355b5a27fa92b4f55c3,225,3038,18793,2.746378
15518,5e51257163e12184ada71e9c5c7e3779cc32d54ba8faa9d0f269720142a965cf,ce084f0bebbf24273118172d1844a02402a9ac40f7c8250726424e9b05ab432e,29,2849,1672,4.242590
