ITEM,QUANTITY,TRANSACTIONS,ITEM_NAME,SEGMENT,SUB_CAT,CAT,SUPER_CAT,ITEM_TOTAL_WEIGHT_OR_VOL_QTY
80e8e7e18f27159d88b5b8f98a5ddbfd1aabfca7b8628da50bfeaed32f66259c,2804.0000,2232,Felix AGAIL d/delics meaty 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
68563a18f2e418bb76e8119985c5f2ebe758cae9eaaeed342e3ad0aaba88c3a6,2970.0000,2399,JS 7+ meat&fish selctn in jelly 12x100g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
26dbd8a196bd051a02f1f67b1f9e84de380c9a79b472afe1f276a69c95853e55,3047.0000,2269,JS 1+ comn fish selectn in jelly 6x400g,b5e8517d2ab416d2d26fdebba487a0f9f8da64215c9b47307c96e30bcddc503b,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,2.7000
e786aae3223aecab1585f35563983022c1bc7e307a635700fa7a46bb2b1fdda9,2523.0000,2381,Whiskas 1+ Cat Pouch Poultry jel 40x85g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,3400.0000
98eeee36f9276108238cb1a902096d03efe1848ffe44fe9ecabea5e32e4d26a7,2096.0000,1955,Whiskas 1+ Cat Pouch Fish jelly 40x85g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,3400.0000
5f3730821460ebfee01c2bdc028960aaf0c79dad1a8dcccbcbdb391cb99c0f4a,1514.0000,1215,Felix AGAIL vegetable selection 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1200.0000
eea78ca46e6ae70b892f283cc935ee56e146eb1b6a02f04e4b63f9fea53e5f34,1686.0000,1412,Sheba fine flakes fish selectn ij 12x85g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1020.0000
e59d7384acdd0908b6f346ffcab8f078e556a9f01eb24037c12ddde99fae1bf1,2531.0000,2389,Felix AGAIL senior 40x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,4.0000
ba3b2ab0c3cad1786b48891c809546164611ead574ec99cd27a800a3a30468b0,5124.0000,3322,Sheba fresh & fine fish in gravy 6x50g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,300.0000
e436eab7e6c162633338041821b4872af7b4366ff7ddb0b3c79d503a71424484,3026.0000,2311,Whiskas 7+ Cat Pouch fish jelly 12x85g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1020.0000
71bf2369442b43209208bc9845385d9b282be6f301c5d60d8842b42f7885be7d,4510.0000,3059,Gourmet mon petit beef/chkn/lamb 6x50g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,300.0000
ebf2c32994e65a9984fc5397842a336422f8af793ec1f9627beeed5cb2ff5aad,2855.0000,2409,Sheba fine flakes poultry collctn 12x85g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.0200
c9e074615669978e20057d01fe8cf66a0d48d409a09769608808f31dc58061d1,3447.0000,3256,Felix AGAIL ocean feasts 40x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,4.0000
4de7e35797e9502ea8c94661380b6508ea96d7c9a075a97749bedf6ee9b7aad4,571.0000,467,JS 1+ comn meat & fish in jelly 12x100g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
3120b2fe2d94af49e4e6c0dd5c387a26a671ebfadc615b2ddb54674886ebea65,2578.0000,2096,Felix AGAIL d/delics fish selctn 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
590964eda5206a93ab071b963fb4dddffd156283c8ea18262fd720daf78c4a71,3428.0000,2825,Felix AGAIL meaty selectn in jly 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
3c319f7e97b67f70d66733463a88350e3084dda35e84ec8f2809b84330fca566,4603.0000,3730,Felix AGAIL senior fish selectn 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
f523013e192191e9075dc88fda32ccaf83eda8d9bc616894253a3f011b699baa,5304.0000,3711,Gourmet mon petit tuna/salmn/trout 6x50g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,300.0000
b2d841a9aec0e56a71f19ac8e4bcd4dffc6b1e5c72025b7609164e4eab2046ee,3229.0000,3076,Felix AGAIL mixed selectn jelly 40x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,4.0000
d2e001b1489ded6cd29c4efdeddb711cfc87a731dc1c6a90ad37548fdcc6601f,3157.0000,2281,JS 1+ comn meat selectn in jelly 6x400g,b5e8517d2ab416d2d26fdebba487a0f9f8da64215c9b47307c96e30bcddc503b,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,2.4000
b26906efd5c5ce7310e6500d0c87f6b0b7034160b54f390de47dd128308959a7,15705.0000,7055,JS Large Kiwi Fruit,6a52110f68f252d884a7e021e281ae3597ed1d4817ac6c7a33b3866f66cf52be,320cfc257dad81301b7d9a6c29c9146563ed40799bdeedc8c4abe611584346c6,b3dcad14543a88a0a2f4275e3c741b05efc23577f22f26d93d5346bf6c06d3bc,c04d03b504e12833f503817a854224c0a03c27ce74c3aa1ebae6d8e0fc72e425,110.0000
76e715f1eb423d29e829ebf93a1eadb760615f9525f0f5bcbee41805294a9576,7.0000,6,JS WS Mulled Wine 75cl,32a0a32693e6f2b566a43d01d32e3c1f7c334c40c84db02d4a9506252ce78f49,28ae9a4a9cf6acf793b7d29f1d9ce1dbefa73432880c7211924469c88216b161,c02f9b35e3543b88f063b31a638acbb99ea1d2eadbd86a1d2895046d531779bf,dc3a1ea6c2749c1a91cb06167442c3e5d0dbf6107dc1b8caf13cb31b162c0aaa,750.0000
90e490abcb720fff3fa2d278ddbce92e61c75863e4d0ce8896d6b05eb05c992f,4562.0000,1728,Birra Moretti 660ml,91ee8fd800bde8d244aba587e2a03f43f4bf029fa7598b5ec450890c95ab60b0,7f318ec71cd9b9b9dc16db83447d789092b8454fec21fa6e4a4f09ef22eb7e3e,5aa3f64d6cc1baa00b33490f1a4144a847c374a0ab8ee3b7acc31fee6f7513e5,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,660.0000
1aa2ec8221fa6d9ce9afc3775aa3381d8d18eafab1339a14d875a3412a7095b3,4382.0000,1569,Peroni Nastro Azzurro 620ml,91ee8fd800bde8d244aba587e2a03f43f4bf029fa7598b5ec450890c95ab60b0,7f318ec71cd9b9b9dc16db83447d789092b8454fec21fa6e4a4f09ef22eb7e3e,5aa3f64d6cc1baa00b33490f1a4144a847c374a0ab8ee3b7acc31fee6f7513e5,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,620.0000
bf40735b2ef5db0360e0214969d6789a9bb6cddcece0c24fcd87566fb4aa111f,970.0000,968,Peroni 18x330ml,12e38e2279b68df56e9af14ab08bd835c7c9e680654ccda2cbd7a05a5ffc5983,7f318ec71cd9b9b9dc16db83447d789092b8454fec21fa6e4a4f09ef22eb7e3e,5aa3f64d6cc1baa00b33490f1a4144a847c374a0ab8ee3b7acc31fee6f7513e5,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,5940.0000
dab31e4c3aa779e9fb08a2600e2989d6d2b9a6b694dc835a233f23c4296766e4,948.0000,819,Birra Moretti Can 10x330ml,12e38e2279b68df56e9af14ab08bd835c7c9e680654ccda2cbd7a05a5ffc5983,7f318ec71cd9b9b9dc16db83447d789092b8454fec21fa6e4a4f09ef22eb7e3e,5aa3f64d6cc1baa00b33490f1a4144a847c374a0ab8ee3b7acc31fee6f7513e5,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,3300.0000
ce084f0bebbf24273118172d1844a02402a9ac40f7c8250726424e9b05ab432e,2156.0000,1672,JS meaty rolls x15 135g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,135.0000
e00368e78ca98edca30b8f4f5826c63028ab41479b7dd0d1d8017fde163f1c20,2237.0000,1673,Good Boy chicken bites 65g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,65.0000
a9a22ebcfd93353e4a74ac9dbc570bcabda07683c95245ddd1882865a4d0c8ec,2703.0000,1986,JS doggy donuts with chicken 200g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,200.0000
481ed8b48c11a6c6e25e4bca70741716a19bc1b453ffd44585645fabe3497e74,1593.0000,1469,JS biscuit rolls with beef 550g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,550.0000
c84c911409b77b376d0a9e1b58f305c82ffc0196002322ce33cbc5220d76f50c,3096.0000,2501,JS mini log bones with chicken 200g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,200.0000
ced3ec3469987b8a868d07924502eed6ce26f18a49a88a563689823a2f5fd3fd,2988.0000,2271,Bakers allsorts 98g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,98.0000
9f3546d1dbaa4f42e58f406d7bfae1f755a647abceb737c8f61b84c26a05accd,2968.0000,2715,Pedigree mini markies 500g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,500.0000
ee9af63abbc01197bd4dddcbf530cf3a9a332f5afdeca532a9d6a7e1f91bf32d,5032.0000,3896,Bakers sizzlers bacon 90g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,90.0000
1e9714b5fdd6f756a9e3d3e11ca9aa19cb50b50e6723c173e32989a97eb61156,2987.0000,2152,JS deli tripe sticks x15 90g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,90.0000
43e6aa69a4ad0b1ed6756a1e1b8e4c2b31dc034b72361ee441a781454edca102,2788.0000,2142,Pedigree tasty minis cubes chk/duck 130g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,130.0000
c7eef9bef3332a8c1617e8c7e6b048d9cf51eb6a886636c167fcf1e32ac9e850,1952.0000,1662,Wagg steaklets dog treats 125g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,125.0000
79e164eb555cd7f7ac1fb78743a9d378979b7d00f585959153eefd8a969179ca,2253.0000,1866,JS dental sticks for large dogs x14 540g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,540.0000
b38ab14abf313ba3a0377ded6dc03eab0359e1568bf9c7d5a67aaac4edc876ba,1729.0000,1496,Good Boy chewy chicken dumbbells 100g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,100.0000
a0f1d0f4cf7104c57c003a5a40fd645a0cda033be9acc6fd03ba0c98c75dd8ea,2062.0000,1751,JS minty fresh dental sticks large 540g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,540.0000
98a2c6b3eda03407e91800db4e68dc352fb47f2b436e67ab13a0d204a8eeb358,1616.0000,1390,JS dental sticks for small dogs x14 220g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,220.0000
14e0acfa4cc4b07fae954357d84e5e2e8146f8bb1fe4c59522dc8bb1ed521d33,2869.0000,1738,JS log bones with chicken x2 200g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,200.0000
898445c67cea2e05687371be2b5c1b111471a65fb939ea1f22687a0fa8c54555,1321.0000,1094,Dentalife ActivFresh dental small x7,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,115.0000
6137dd2135cdd438acbd7530da65c9edb8d340806246a6442b4e124535f947ac,1758.0000,1594,JS dog biscuits bone selection 650g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,650.0000
7ef63a244231a57bee7ac5765234820a94d14682e74b871e6886d70c92f5fa41,2061.0000,1391,Misfits twistos with beef 105g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,105.0000
f4736bcac36f0ba96ac30a4442e2abd30cc9af49bc7075759276f35dce07958e,6511.0000,5107,JS meaty strips beef x20 200g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,200.0000
a5362db89d997c0f49ae649af8f1f9a098e45a374d8cb112575a4dcc9b25e2cb,3748.0000,2716,JS twister with chicken & game x8 120g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,120.0000
fd15e86ceaa32ecf9e8311a8cfd55f4bcbe8a3bdbeb2e0a02428167e447f455a,2116.0000,1655,Pedigree tasty minis puppy 125g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,125.0000
e98f3db4effe5028ca5fee4cb52285aadd46b4c64e1dbf5f795952d97ab8982c,4270.0000,3356,Wagg training treats 125g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,125.0000
6a5510d67060af52da80ac4af48483940eface74eb744f6cd379e7d84e3e6991,2945.0000,2217,JS training treats rich in chicken 125g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,125.0000
dbbc46515ab1175b6a0d6aaaf95c7e1aa3b18f68dfc759bd7c7fdd8423871fe2,2936.0000,2823,Bonio original 1.2kg,fe1c3939dcb78e33b8ada7ba6018c5e37ee27d61ffd1ed5ebd866c2594eca700,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
c011eb8f69a196757f7f492f1ad88dcfc216c39c58b37a552af0148ed5a281c6,2743.0000,2354,JS minty fresh dental sticks medium 360g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,360.0000
011b0da93c663d6b960560cd25c3e069bcb52d9bbe3c3fa798625a56994a0166,5516.0000,4856,JS gravy bones 400g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,400.0000
dda28166ea8fb794de43d397332cb49788318ad1f25fe33d7d7499eafa958703,4135.0000,3257,Bakers whirlers 130g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,130.0000
5f535b09b458c2243e3f002718e679048a5469b8145cc8ac92114e16164acf14,1693.0000,1343,Good Boy chicken strips 100g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,100.0000
